"","Year","Rank","Teams","Conf","WinLoss","AdjustedEM","AdOfE","AdOfER","AdDeE","AdDeER","AdTempo","AdTempoR","Luck","LuckRank","AdSoS","AdSoSR"
"5392",2018,"266","New Orleans","Slnd","16-17","-8.95","98.5","288","107.4","223","66.1","279","+.047","67","-4.84","282"
"5393",2018,"267","Brown","Ivy","11-16","-9.16","100.8","246","110.0","274","71.7","33","+.004","167","-5.54","293"
"5394",2018,"268","UC Riverside","BW","9-22","-9.17","94.5","333","103.7","153","68.3","177","-.067","323","-1.31","170"
"5395",2018,"269","Prairie View A&M","SWAC","16-18","-9.20","101.4","240","110.6","290","70.8","55","+.010","147","-7.94","330"
"5396",2018,"270","Montana St.","BSky","13-19","-9.27","102.1","228","111.3","302","69.7","94","+.026","110","-2.85","222"
"5397",2018,"271","Pepperdine","WCC","6-26","-9.51","105.0","168","114.5","328","67.5","210","-.056","305","+1.09","117"
"5398",2018,"272","Portland","WCC","10-22","-9.66","99.0","275","108.7","253","67.1","228","-.001","179","+1.20","114"
"5399",2018,"273","Morehead St.","OVC","8-21","-9.96","99.0","274","109.0","258","68.5","164","-.069","328","-0.74","154"
"5400",2018,"274","Fairleigh Dickinson","NEC","13-18","-10.16","102.2","222","112.4","315","70.5","66","+.025","113","-5.59","294"
"5401",2018,"275","Lafayette","Pat","10-21","-10.17","101.8","233","112.0","310","68.3","174","-.097","345","-6.55","309"
"5402",2018,"276","UMKC","WAC","10-22","-10.32","98.2","295","108.5","246","69.3","111","-.009","201","-0.19","143"
"5403",2018,"277","Santa Clara","WCC","11-20","-10.34","99.2","272","109.5","264","64.6","326","+.018","127","-1.33","171"
"5404",2018,"278","New Hampshire","AE","10-21","-10.35","98.2","297","108.5","244","65.4","313","-.069","327","-4.86","283"
"5405",2018,"279","South Florida","Amer","10-22","-10.45","98.8","282","109.3","261","64.6","327","-.013","211","-1.73","180"
"5406",2018,"280","Quinnipiac","MAAC","12-21","-10.46","101.7","236","112.2","313","66.5","260","+.079","20","-4.19","263"
"5407",2018,"281","Arkansas St.","SB","11-21","-10.56","104.5","182","115.1","333","69.5","99","+.017","131","-2.27","201"
"5408",2018,"282","North Florida","ASun","14-19","-10.65","107.7","121","118.4","345","73.6","11","+.074","29","-0.86","159"
"5409",2018,"283","Nebraska Omaha","Sum","9-22","-10.67","104.1","187","114.7","330","69.8","87","+.012","143","+1.80","105"
"5410",2018,"284","IUPUI","Horz","11-19","-10.72","98.3","293","109.0","259","66.1","276","+.030","101","-3.20","236"
"5411",2018,"285","Sacramento St.","BSky","7-25","-10.77","99.8","260","110.6","286","65.6","304","-.067","321","+0.05","139"
"5412",2018,"286","Eastern Kentucky","OVC","11-20","-10.96","101.7","237","112.6","316","68.6","161","+.017","129","-2.50","206"
"5413",2018,"287","UMass Lowell","AE","12-18","-11.00","103.6","194","114.6","329","71.6","36","+.002","171","-6.84","314"
"5414",2018,"288","Bethune Cookman","MEAC","18-14","-11.05","99.5","262","110.6","288","76.0","3","+.025","112","-13.38","351"
"5415",2018,"289","Rice","CUSA","7-24","-11.09","99.0","276","110.1","280","67.5","212","-.041","281","+0.21","134"
"5416",2018,"290","Holy Cross","Pat","12-19","-11.36","97.5","306","108.9","256","62.9","346","+.026","108","-6.02","297"
"5417",2018,"291","McNeese St.","Slnd","12-17","-11.47","100.6","247","112.1","311","70.4","68","-.025","247","-5.05","284"
"5418",2018,"292","Fordham","A10","9-22","-11.63","94.5","334","106.1","191","66.0","283","+.009","151","-0.38","147"
"5419",2018,"293","Western Illinois","Sum","12-16","-11.65","96.1","319","107.7","228","68.1","183","+.006","159","-2.21","199"
"5420",2018,"294","Tennessee Martin","OVC","10-21","-11.66","95.5","327","107.2","214","66.1","275","-.019","231","-4.41","272"
"5421",2018,"295","Grambling St.","SWAC","17-14","-11.71","94.3","336","106.0","190","72.2","25","+.102","9","-9.87","343"
"5422",2018,"296","Little Rock","SB","7-25","-11.91","93.8","338","105.7","185","65.0","320","-.058","308","-1.35","172"
"5423",2018,"297","Binghamton","AE","11-20","-11.93","97.4","307","109.4","262","66.1","280","-.061","316","-6.88","315"
"5424",2018,"298","Samford","SC","10-22","-12.00","107.7","119","119.7","349","71.2","47","-.036","272","-2.09","193"
"5425",2018,"299","Dartmouth","Ivy","7-20","-12.09","98.5","287","110.6","289","66.8","245","-.043","282","-3.61","246"
"5426",2018,"300","Cleveland St.","Horz","12-23","-12.14","97.9","302","110.0","277","67.1","231","+.032","96","-3.64","247"
"5427",2018,"301","San Jose St.","MWC","4-26","-12.27","95.4","329","107.7","227","67.1","229","-.030","262","+3.05","90"
"5428",2018,"302","Western Carolina","SC","13-19","-12.30","95.7","323","108.0","232","69.4","109","+.102","10","-0.66","150"
"5429",2018,"303","Siena","MAAC","8-24","-12.38","96.5","316","108.9","255","65.7","298","-.015","219","-3.01","232"
"5430",2018,"304","Chattanooga","SC","10-23","-12.53","99.2","271","111.8","304","65.5","308","-.024","243","-3.39","240"
"5431",2018,"305","Sacred Heart","NEC","10-21","-12.57","96.0","320","108.6","250","68.4","172","-.076","333","-8.04","331"
"5432",2018,"306","North Carolina A&T","MEAC","20-15","-12.68","98.1","299","110.8","293","69.3","113","+.098","12","-11.80","348"
"5433",2018,"307","East Carolina","Amer","10-20","-12.78","96.7","312","109.5","263","68.7","148","+.026","111","-2.46","203"
"5434",2018,"308","Charlotte","CUSA","6-23","-12.81","99.3","267","112.1","312","71.2","48","-.024","245","+0.17","135"
"5435",2018,"309","Kennesaw St.","ASun","10-20","-12.82","98.9","279","111.8","305","68.5","163","-.023","240","-4.51","276"
"5436",2018,"310","Central Connecticut","NEC","14-18","-12.85","98.0","300","110.8","296","64.5","329","+.066","38","-7.33","325"
"5437",2018,"311","Texas A&M Corpus Chris","Slnd","11-18","-12.88","94.5","332","107.4","222","68.2","179","-.015","217","-6.14","300"
"5438",2018,"312","Norfolk St.","MEAC","14-19","-13.14","95.4","328","108.6","249","69.0","127","+.002","172","-11.00","345"
"5439",2018,"313","St. Francis NY","NEC","13-18","-13.17","98.7","285","111.8","308","69.2","114","+.022","116","-7.33","324"
"5440",2018,"314","Stetson","ASun","12-20","-13.27","98.5","289","111.8","306","69.8","86","-.041","280","-6.49","307"
"5441",2018,"315","The Citadel","SC","11-21","-13.33","101.6","238","114.9","332","77.2","2","+.062","48","-2.58","211"
"5442",2018,"316","North Carolina Central 16","MEAC","19-16","-13.41","96.6","314","110.0","276","65.0","321","+.019","126","-12.78","350"
"5443",2018,"317","Savannah St.","MEAC","15-17","-13.55","100.9","244","114.5","326","82.3","1","+.108","8","-6.81","311"
"5444",2018,"318","SIU Edwardsville","OVC","9-21","-13.61","99.4","264","113.0","318","69.2","118","+.069","33","-2.94","226"
"5445",2018,"319","Detroit","Horz","8-24","-14.20","102.6","215","116.8","342","72.4","21","-.011","208","-2.07","191"
"5446",2018,"320","Jacksonville","ASun","15-18","-14.27","94.2","337","108.4","241","68.6","157","+.060","53","-6.82","313"
"5447",2018,"321","Marist","MAAC","6-25","-14.47","98.5","291","112.9","317","69.6","96","-.048","294","-4.24","264"
"5448",2018,"322","Youngstown St.","Horz","8-24","-14.56","101.4","242","115.9","338","71.1","50","-.010","205","-1.70","179"
"5449",2018,"323","Loyola MD","Pat","9-22","-14.58","96.2","318","110.8","295","68.4","168","+.020","122","-5.37","288"
"5450",2018,"324","Morgan St.","MEAC","13-19","-14.82","96.3","317","111.1","298","68.9","133","-.060","314","-11.95","349"
"5451",2018,"325","Cal Poly","BW","9-22","-14.98","98.2","294","113.2","320","66.2","270","+.051","63","-1.41","175"
"5452",2018,"326","Southern","SWAC","15-18","-15.51","94.3","335","109.8","269","68.0","187","+.051","62","-11.24","347"
"5453",2018,"327","Northern Arizona","BSky","5-27","-16.02","93.5","340","109.5","266","68.6","158","-.030","264","+0.26","133"
"5454",2018,"328","American","Pat","6-24","-16.14","95.6","324","111.8","307","66.5","256","-.061","315","-6.16","301"
"5455",2018,"329","Arkansas Pine Bluff","SWAC","14-21","-16.45","93.6","339","110.0","275","67.5","211","+.044","68","-9.64","342"
"5456",2018,"330","Cal St. Northridge","BW","6-24","-16.46","96.7","313","113.2","319","65.8","290","-.047","289","-3.23","238"
"5457",2018,"331","VMI","SC","9-21","-17.43","89.9","346","107.4","220","68.8","139","+.024","114","-3.79","249"
"5458",2018,"332","Maine","AE","6-26","-17.46","90.9","342","108.4","239","71.3","41","-.002","181","-2.82","220"
"5459",2018,"333","Houston Baptist","Slnd","6-25","-17.64","98.9","280","116.5","339","73.5","14","-.092","342","-3.59","244"
"5460",2018,"334","Presbyterian","BSth","11-21","-17.66","97.8","303","115.5","336","63.4","342","+.062","51","-5.21","286"
"5461",2018,"335","Howard","MEAC","10-23","-19.04","99.4","263","118.5","346","69.9","84","-.039","275","-9.50","341"
"5462",2018,"336","Alcorn St.","SWAC","11-21","-19.43","95.0","330","114.4","325","68.0","186","-.055","303","-9.05","338"
"5463",2018,"337","Jackson St.","SWAC","12-20","-19.60","89.4","348","109.0","260","64.1","338","+.062","46","-10.01","344"
"5464",2018,"338","USC Upstate","ASun","7-25","-19.77","105.2","167","125.0","351","69.0","124","-.051","297","-3.44","241"
"5465",2018,"339","Alabama St.","SWAC","8-23","-19.86","95.8","322","115.7","337","68.8","145","-.018","228","-9.14","339"
"5466",2018,"340","Longwood","BSth","7-26","-20.41","89.6","347","110.0","279","69.1","121","-.039","276","-3.96","252"
"5467",2018,"341","Florida A&M","MEAC","9-25","-21.21","95.6","325","116.8","341","67.1","230","+.040","78","-7.55","328"
"5468",2018,"342","Incarnate Word","Slnd","7-21","-21.60","93.5","341","115.1","334","69.7","95","-.006","193","-5.52","292"
"5469",2018,"343","South Carolina St.","MEAC","10-22","-21.86","96.9","310","118.7","347","70.5","64","+.030","102","-8.97","337"
"5470",2018,"344","Bryant","NEC","3-28","-22.06","98.7","283","120.7","350","70.1","74","-.013","210","-5.30","287"
"5471",2018,"345","Northwestern St.","Slnd","4-25","-22.41","88.3","349","110.7","291","68.9","137","-.080","337","-3.59","245"
"5472",2018,"346","Chicago St.","WAC","3-29","-22.59","96.5","315","119.1","348","72.1","26","-.063","317","+2.85","93"
"5473",2018,"347","Coppin St.","MEAC","5-27","-23.97","86.5","351","110.5","284","67.1","232","-.026","253","-7.19","321"
"5474",2018,"348","Mississippi Valley St.","SWAC","4-28","-24.21","90.3","345","114.5","327","69.4","106","-.032","267","-7.46","327"
"5475",2018,"349","Maryland Eastern Shore","MEAC","7-25","-27.06","90.8","343","117.8","343","65.9","286","-.018","227","-7.58","329"
"5476",2018,"350","Delaware St.","MEAC","4-28","-27.94","90.3","344","118.3","344","64.9","322","-.094","344","-9.20","340"
"5477",2018,"351","Alabama A&M","SWAC","3-28","-28.31","86.6","350","114.9","331","65.8","293","-.040","279","-8.10","332"
"5478",2019,"1","Virginia 1","ACC","29-3","+35.66","123.6","2","87.9","5","59.2","353","+.024","119","+10.51","29"
"5479",2019,"2","Gonzaga 1","WCC","30-3","+32.79","125.1","1","92.3","16","69.7","70","+.008","160","+3.38","83"
"5480",2019,"3","Duke 1","ACC","29-5","+31.99","120.1","6","88.1","6","72.2","18","+.018","137","+13.25","7"
"5481",2019,"4","Michigan St. 2","B10","28-6","+31.36","121.7","4","90.4","8","67.4","182","-.007","198","+13.58","3"
"5482",2019,"5","Michigan 2","B10","28-6","+29.44","115.5","18","86.1","2","64.4","320","-.014","227","+11.65","17"
"5483",2019,"6","North Carolina 1","ACC","27-6","+29.17","119.9","7","90.7","10","74.3","5","+.024","117","+13.68","2"
"5484",2019,"7","Kentucky 2","SEC","27-6","+27.42","118.2","13","90.8","12","65.8","265","+.037","89","+11.03","22"
"5485",2019,"8","Tennessee 2","SEC","29-5","+26.98","122.5","3","95.5","34","67.7","155","+.038","87","+10.58","27"
"5486",2019,"9","Texas Tech 3","B12","26-6","+26.75","112.7","36","86.0","1","66.5","226","+.004","175","+8.31","53"
"5487",2019,"10","Purdue 3","B10","23-9","+26.05","121.1","5","95.0","32","65.6","276","-.012","220","+13.04","8"
"5488",2019,"11","Virginia Tech 4","ACC","24-8","+24.47","118.4","11","94.0","25","63.2","337","+.002","181","+8.61","50"
"5489",2019,"12","Wisconsin 5","B10","23-10","+23.68","110.8","52","87.1","3","63.6","332","-.026","247","+13.57","4"
"5490",2019,"13","Auburn 5","SEC","26-9","+23.33","119.6","8","96.2","45","67.5","166","+.003","180","+10.89","25"
"5491",2019,"14","Florida St. 4","ACC","27-7","+22.56","113.0","31","90.4","9","68.2","135","+.045","75","+10.71","26"
"5492",2019,"15","Houston 3","Amer","31-3","+22.43","114.1","24","91.7","13","66.1","247","+.057","50","+3.16","88"
"5493",2019,"16","Iowa St. 6","B12","23-11","+21.85","119.0","9","97.2","59","67.6","161","-.051","295","+10.36","31"
"5494",2019,"17","Louisville 7","ACC","20-13","+20.97","113.4","29","92.4","17","67.1","194","-.054","301","+13.00","10"
"5495",2019,"18","LSU 3","SEC","26-6","+20.97","118.5","10","97.5","62","69.8","66","+.035","93","+9.50","40"
"5496",2019,"19","Wofford 7","SC","29-4","+20.72","118.4","12","97.6","63","65.6","275","+.060","43","+1.37","112"
"5497",2019,"20","Kansas 4","B12","25-9","+20.71","112.8","34","92.0","15","69.9","64","+.088","15","+13.89","1"
"5498",2019,"21","Mississippi St. 5","SEC","23-10","+20.68","117.4","14","96.7","52","67.4","178","-.027","248","+10.46","30"
"5499",2019,"22","Buffalo 6","MAC","31-3","+20.33","114.9","19","94.6","29","73.7","9","+.041","77","+2.80","94"
"5500",2019,"23","Kansas St. 4","B12","25-8","+20.22","108.0","102","87.7","4","63.0","342","+.061","42","+10.05","33"
"5501",2019,"24","Maryland 6","B10","22-10","+19.98","113.8","27","93.8","22","65.6","274","+.001","182","+11.08","21"
"5502",2019,"25","Nevada 7","MWC","29-4","+18.92","114.0","26","95.1","33","69.2","88","+.039","85","+1.38","111"
"5503",2019,"26","Villanova 6","BE","25-9","+18.77","117.0","16","98.2","73","63.6","333","+.017","139","+8.21","54"
"5504",2019,"27","Marquette 5","BE","24-9","+18.42","114.2","23","95.7","35","68.6","116","+.007","164","+7.65","58"
"5505",2019,"28","Florida 10","SEC","19-15","+18.33","110.2","60","91.9","14","62.7","346","-.072","326","+11.65","18"
"5506",2019,"29","Clemson","ACC","19-13","+17.94","108.7","90","90.7","11","65.9","258","-.069","321","+9.91","34"
"5507",2019,"30","Texas","B12","16-16","+17.89","114.1","25","96.2","40","64.2","327","-.117","350","+12.57","14"
"5508",2019,"31","Saint Mary's 11","WCC","22-11","+17.71","114.6","21","96.9","55","62.6","347","-.033","262","+3.63","77"
"5509",2019,"32","Cincinnati 7","Amer","28-6","+17.05","111.6","46","94.5","28","63.2","338","+.060","44","+4.20","73"
"5510",2019,"33","North Carolina St.","ACC","22-11","+16.70","112.7","35","96.0","38","70.7","41","-.009","204","+7.15","59"
"5511",2019,"34","Utah St. 8","MWC","28-6","+16.62","113.0","32","96.4","47","67.8","151","+.007","162","+0.01","145"
"5512",2019,"35","Syracuse 8","ACC","20-13","+16.30","110.2","61","93.9","24","66.0","251","+.005","169","+10.06","32"
"5513",2019,"36","Iowa 10","B10","22-11","+15.96","117.2","15","101.2","115","69.3","82","+.057","51","+10.57","28"
"5514",2019,"37","VCU 8","A10","25-7","+15.69","104.3","172","88.6","7","68.2","136","+.004","174","+1.15","117"
"5515",2019,"38","Oklahoma 9","B12","19-13","+15.54","109.4","73","93.9","23","68.6","112","+.031","101","+12.63","12"
"5516",2019,"39","Nebraska","B10","18-16","+15.53","112.6","38","97.1","57","66.2","238","-.055","305","+13.35","5"
"5517",2019,"40","Penn St.","B10","14-18","+15.42","109.5","72","94.1","26","67.5","168","-.102","341","+13.26","6"
"5518",2019,"41","Baylor 9","B12","19-13","+15.29","113.5","28","98.2","75","65.2","291","-.032","260","+9.18","43"
"5519",2019,"42","Indiana","B10","17-15","+15.29","110.1","62","94.8","30","66.4","231","-.044","284","+12.61","13"
"5520",2019,"43","Oregon 12","P12","23-12","+15.15","107.7","108","92.6","18","64.0","328","-.039","272","+4.10","74"
"5521",2019,"44","Mississippi 8","SEC","20-12","+15.09","112.8","33","97.7","65","68.3","129","-.018","232","+8.69","48"
"5522",2019,"45","Ohio St. 11","B10","19-14","+15.08","109.3","75","94.2","27","65.7","272","+.005","168","+11.63","19"
"5523",2019,"46","UCF 9","Amer","23-8","+14.58","110.3","58","95.7","36","64.8","313","+.029","104","+3.61","78"
"5524",2019,"47","Minnesota 10","B10","21-13","+14.46","110.7","54","96.2","44","67.4","176","+.082","24","+12.07","16"
"5525",2019,"48","TCU","B12","20-13","+14.17","110.4","57","96.2","41","68.7","107","+.014","144","+9.75","36"
"5526",2019,"49","New Mexico St. 12","WAC","30-4","+13.59","112.6","37","99.0","83","65.6","278","+.061","40","-3.52","239"
"5527",2019,"50","Creighton","BE","18-14","+13.50","113.3","30","99.8","97","68.3","125","-.045","287","+9.15","44"
"5528",2019,"51","Washington 9","P12","26-8","+13.37","107.0","119","93.6","20","65.8","263","+.078","27","+4.95","67"
"5529",2019,"52","Murray St. 12","OVC","27-4","+13.34","112.0","41","98.7","81","69.0","98","+.033","97","-4.77","272"
"5530",2019,"53","Lipscomb","ASun","25-7","+13.29","110.0","65","96.7","51","72.8","14","-.041","278","-2.52","213"
"5531",2019,"54","Belmont 11","OVC","26-5","+13.08","114.9","20","101.8","127","71.1","31","+.041","78","-3.22","230"
"5532",2019,"55","Seton Hall 10","BE","20-13","+12.91","109.3","74","96.4","49","68.9","102","+.022","126","+9.42","41"
"5533",2019,"56","Furman","SC","25-7","+12.63","108.8","87","96.2","42","66.4","230","+.030","103","-0.74","162"
"5534",2019,"57","Arkansas","SEC","17-15","+12.34","109.6","71","97.2","60","70.2","55","-.041","280","+8.43","52"
"5535",2019,"58","Toledo","MAC","25-7","+12.00","110.0","64","98.0","67","67.4","174","+.047","70","+0.62","127"
"5536",2019,"59","Alabama","SEC","18-15","+11.48","108.1","100","96.6","50","68.6","115","+.039","84","+10.95","23"
"5537",2019,"60","Dayton","A10","21-11","+11.48","111.5","47","100.1","100","64.4","321","-.036","266","+1.12","118"
"5538",2019,"61","Arizona St. 11","P12","22-10","+11.21","109.8","68","98.6","79","70.5","47","+.046","72","+4.81","68"
"5539",2019,"62","Memphis","Amer","21-13","+10.88","109.0","84","98.1","71","74.0","6","-.031","257","+3.50","80"
"5540",2019,"63","Liberty 12","ASun","28-6","+10.87","110.6","56","99.7","95","61.7","349","+.006","167","-4.56","266"
"5541",2019,"64","Xavier","BE","18-15","+10.43","110.8","51","100.4","106","64.8","311","+.008","159","+8.14","55"
"5542",2019,"65","Colorado","P12","21-12","+10.42","106.5","130","96.1","39","67.6","160","-.037","270","+2.02","97"
"5543",2019,"66","San Francisco","WCC","21-10","+9.96","111.7","43","101.8","126","66.4","235","-.022","238","-0.23","152"
"5544",2019,"67","Providence","BE","18-15","+9.95","105.0","157","95.0","31","67.6","157","-.014","226","+7.02","60"
"5545",2019,"68","Butler","BE","16-16","+9.92","110.8","50","100.9","110","65.9","260","-.032","259","+8.51","51"
"5546",2019,"69","East Tennessee St.","SC","24-9","+9.83","109.1","79","99.3","86","66.9","205","+.022","124","-0.44","159"
"5547",2019,"70","Missouri","SEC","15-17","+9.76","106.7","122","97.0","56","64.6","317","-.017","230","+9.80","35"
"5548",2019,"71","Miami FL","ACC","14-18","+9.69","109.9","66","100.2","104","66.8","208","-.072","325","+8.97","46"
"5549",2019,"72","Fresno St.","MWC","23-9","+9.68","108.2","98","98.5","78","67.7","153","-.011","216","-1.48","182"
"5550",2019,"73","South Carolina","SEC","16-16","+9.67","108.0","104","98.3","76","70.0","60","+.022","125","+10.93","24"
"5551",2019,"74","Northwestern","B10","13-19","+9.55","102.9","197","93.4","19","65.8","264","-.111","347","+9.71","37"
"5552",2019,"75","UC Irvine 13","BW","30-5","+9.46","106.6","125","97.2","58","65.1","296","+.097","10","-3.93","250"
"5553",2019,"76","Temple 11","Amer","23-9","+9.39","108.9","86","99.5","90","68.7","109","+.065","36","+3.81","75"
"5554",2019,"77","Rutgers","B10","14-17","+9.31","105.5","148","96.2","43","67.5","169","-.020","233","+11.12","20"
"5555",2019,"78","St. John's 11","BE","21-12","+8.75","109.7","69","100.9","111","70.5","48","+.071","30","+5.92","62"
"5556",2019,"79","Northeastern 13","CAA","23-10","+8.74","111.5","48","102.7","144","66.0","252","+.023","121","-0.80","164"
"5557",2019,"80","Vermont 13","AE","27-6","+8.71","108.0","103","99.2","84","65.3","285","+.056","54","-6.01","289"
"5558",2019,"81","UNC Greensboro","SC","28-6","+8.60","106.5","129","98.0","66","67.4","180","+.175","1","+0.17","139"
"5559",2019,"82","Yale 14","Ivy","22-7","+8.58","111.7","44","103.1","148","70.7","44","+.057","48","-1.53","186"
"5560",2019,"83","Illinois","B10","12-21","+8.51","109.1","80","100.6","108","70.4","51","-.052","297","+13.02","9"
"5561",2019,"84","Davidson","A10","24-9","+8.28","107.5","109","99.3","85","64.5","319","+.065","37","+0.75","125"
"5562",2019,"85","Oregon St.","P12","18-13","+7.89","111.2","49","103.3","151","65.5","281","-.040","276","+3.21","87"
"5563",2019,"86","San Diego","WCC","21-14","+7.89","106.0","139","98.1","69","66.8","210","-.004","191","+3.04","90"
"5564",2019,"87","BYU","WCC","19-13","+7.78","111.7","45","103.9","164","70.7","42","+.027","109","+3.30","85"
"5565",2019,"88","USC","P12","16-17","+7.65","109.2","78","101.6","120","69.4","81","-.096","340","+3.44","81"
"5566",2019,"89","Oklahoma St.","B12","12-20","+7.60","108.9","85","101.3","118","65.8","262","-.010","210","+12.84","11"
"5567",2019,"90","Notre Dame","ACC","14-19","+7.58","108.2","97","100.6","109","65.0","298","-.055","304","+8.62","49"
"5568",2019,"91","Georgetown","BE","19-13","+7.52","109.2","76","101.7","124","71.9","23","+.054","60","+6.10","61"
"5569",2019,"92","Texas A&M","SEC","14-18","+7.49","106.9","120","99.4","88","67.2","188","-.021","236","+9.66","39"
"5570",2019,"93","Wichita St.","Amer","19-14","+7.49","105.9","142","98.4","77","67.7","152","+.029","105","+4.57","71"
"5571",2019,"94","Hofstra","CAA","27-7","+7.47","116.3","17","108.8","260","67.2","189","+.029","106","-5.78","285"
"5572",2019,"95","West Virginia","B12","14-20","+7.26","109.1","82","101.8","128","70.1","56","+.016","141","+12.15","15"
"5573",2019,"96","Utah Valley","WAC","24-9","+7.17","109.0","83","101.8","129","68.3","127","+.040","81","-1.48","181"
"5574",2019,"97","Pittsburgh","ACC","14-19","+7.09","105.1","155","98.0","68","66.8","209","-.094","338","+7.83","56"
"5575",2019,"98","South Dakota St.","Sum","24-8","+7.09","112.1","40","105.0","188","70.8","36","-.023","241","-6.34","295"
"5576",2019,"99","Arizona","P12","17-15","+6.86","105.0","158","98.1","70","66.5","224","-.013","223","+5.42","66"
"5577",2019,"100","Northern Kentucky 14","Horz","26-8","+6.56","109.2","77","102.7","143","67.9","145","-.008","203","-4.29","256"
"5578",2019,"101","Southern Miss","CUSA","20-12","+6.42","106.5","131","100.1","101","64.6","316","-.014","225","+0.33","134"
"5579",2019,"102","Georgia Southern","SB","21-12","+6.40","108.4","93","102.0","131","73.0","13","-.009","207","+1.16","116"
"5580",2019,"103","DePaul","BE","15-15","+6.36","110.7","53","104.4","171","69.3","83","-.039","273","+5.50","63"
"5581",2019,"104","Saint Louis 13","A10","23-12","+6.27","102.6","205","96.3","46","66.0","250","+.045","74","+0.37","133"
"5582",2019,"105","Grand Canyon","WAC","20-13","+6.22","108.1","101","101.9","130","67.5","164","-.033","263","-0.67","161"
"5583",2019,"106","Bowling Green","MAC","22-12","+6.17","108.2","99","102.0","132","70.3","53","+.035","94","+1.52","109"
"5584",2019,"107","Akron","MAC","17-16","+6.09","99.8","257","93.7","21","66.0","253","-.105","342","+1.65","104"
"5585",2019,"108","Connecticut","Amer","16-17","+6.02","108.3","96","102.3","135","68.4","119","-.070","323","+3.32","84"
"5586",2019,"109","Georgia Tech","ACC","14-18","+5.91","101.8","220","95.9","37","66.6","222","-.023","239","+9.00","45"
"5587",2019,"110","UCLA","P12","17-16","+5.89","108.4","92","102.5","140","72.3","17","+.007","161","+5.43","65"
"5588",2019,"111","Georgia St. 14","SB","24-9","+5.60","107.9","107","102.3","137","69.8","67","+.126","3","+0.94","122"
"5589",2019,"112","Old Dominion 14","CUSA","26-8","+5.58","101.9","217","96.4","48","64.3","325","+.055","59","-2.37","210"
"5590",2019,"113","Jacksonville St.","OVC","24-9","+5.46","104.9","159","99.4","89","67.5","170","+.003","178","-4.29","255"
"5591",2019,"114","Utah","P12","17-14","+5.39","114.2","22","108.8","261","66.2","240","+.031","100","+4.64","70"
"5592",2019,"115","Boston College","ACC","14-17","+5.30","107.5","110","102.2","134","67.1","191","+.019","134","+7.65","57"
"5593",2019,"116","Western Kentucky","CUSA","20-14","+5.27","104.9","160","99.6","91","67.6","162","-.000","184","+1.61","106"
"5594",2019,"117","SMU","Amer","15-17","+5.18","112.0","42","106.8","229","64.8","308","-.070","322","+2.99","91"
"5595",2019,"118","St. Bonaventure","A10","18-16","+5.16","102.0","216","96.8","54","63.8","330","-.044","286","+0.15","142"
"5596",2019,"119","Stanford","P12","15-16","+5.12","103.3","194","98.2","72","69.8","69","-.027","249","+4.33","72"
"5597",2019,"120","Charleston","CAA","24-9","+5.05","108.3","94","103.3","152","65.2","289","+.019","132","-3.43","235"
"5598",2019,"121","South Florida","Amer","19-13","+5.04","102.3","207","97.3","61","67.0","197","-.048","291","-0.20","151"
"5599",2019,"122","San Diego St.","MWC","21-13","+5.04","103.7","185","98.7","80","66.5","228","+.056","55","+1.66","103"
"5600",2019,"123","Central Michigan","MAC","23-11","+4.89","110.3","59","105.4","198","70.8","38","+.024","116","-0.32","155"
"5601",2019,"124","Harvard","Ivy","18-11","+4.50","104.8","161","100.3","105","67.3","185","+.056","56","+1.96","98"
"5602",2019,"125","Radford","BSth","22-11","+4.45","108.7","89","104.2","167","64.3","324","-.007","200","-1.00","172"
"5603",2019,"126","Texas St.","SB","24-9","+4.37","102.1","214","97.7","64","65.0","303","+.034","95","-2.47","212"
"5604",2019,"127","Wright St.","Horz","21-13","+4.34","105.9","140","101.6","121","64.9","304","-.031","256","-2.14","206"
"5605",2019,"128","Drake","MVC","24-9","+4.32","107.0","118","102.7","142","69.0","96","+.094","11","-1.20","178"
"5606",2019,"129","Colgate 15","Pat","24-10","+4.29","110.0","63","105.7","202","66.3","236","+.021","129","-4.21","254"
"5607",2019,"130","Penn","Ivy","19-12","+4.28","104.0","179","99.7","96","66.7","217","+.020","131","+0.39","132"
"5608",2019,"131","Tulsa","Amer","18-14","+4.23","104.7","166","100.4","107","68.6","114","+.040","79","+3.06","89"
"5609",2019,"132","Georgia","SEC","11-21","+4.18","105.8","146","101.6","122","68.2","134","-.077","331","+9.29","42"
"5610",2019,"133","Loyola Chicago","MVC","20-13","+4.15","104.2","175","100.0","99","62.3","348","-.010","208","-1.87","198"
"5611",2019,"134","Ball St.","MAC","16-17","+4.08","102.3","208","98.2","74","70.1","58","-.088","335","+2.11","95"
"5612",2019,"135","Austin Peay","OVC","22-11","+3.91","110.6","55","106.7","226","68.8","105","-.009","205","-3.68","246"
"5613",2019,"136","Northern Illinois","MAC","17-17","+3.88","108.8","88","104.9","187","65.7","267","-.071","324","+1.88","99"
"5614",2019,"137","Montana 15","BSky","26-8","+3.55","107.4","115","103.8","161","66.5","225","+.057","49","-6.59","299"
"5615",2019,"138","Loyola Marymount","WCC","20-11","+3.42","103.6","187","100.2","103","62.7","345","+.066","35","+0.16","140"
"5616",2019,"139","Boise St.","MWC","13-20","+3.22","107.1","117","103.8","163","65.3","284","-.192","353","+0.49","130"
